stationId,locationName,lat,lon,obstime,ELEV,RAIN,MIN_10,HOUR_3,HOUR_6,HOUR_12,HOUR_24,NOW,WDIR,WDSD,TEMP,HUMD,PRES,H_24R,H_FX,H_XD,H_FXT,D_TX,D_TXT,D_TN,D_TNT,CITY,CITY_SN,TOWN,TOWN_SN,reportTime
C0X130,官田,23.195028,120.307528,2020-07-27 14:00:00,27.0,,,,,,,,260,2.9,33.3,0.65,1002.9,0.0,-99,-99,-99,34.60,2020-07-27T12:10:00+08:00,26.00,2020-07-27T04:40:00+08:00,臺南市,04,官田區,248,2020-07-27 14:41:03
C0V400,阿公店,22.805944,120.347444,2020-07-27 14:00:00,56.0,,,,,,,,249,3.8,32.3,0.63,1000.0,0.0,-99,-99,-99,32.80,2020-07-27T13:20:00+08:00,26.40,2020-07-27T05:50:00+08:00,高雄市,05,燕巢區,296,2020-07-27 14:41:03
C0UA40,西德山,24.562447,121.744417,2020-07-27 14:00:00,1121.0,,,,,,,,336,1.5,21.2,0.99,887.7,40.5,6.8,10,2020-07-27T13:56:00+08:00,27.40,2020-07-27T08:40:00+08:00,20.10,2020-07-27T00:40:00+08:00,宜蘭縣,07,南澳鄉,093,2020-07-27 14:41:03
C0G720,溪州,23.853347,120.490944,2020-07-27 14:00:00,50.0,,,,,,,,273,3.4,33.4,0.58,1000.4,0.0,8.9,232,2020-07-27T13:17:00+08:00,34.10,2020-07-27T13:40:00+08:00,25.80,2020-07-27T05:20:00+08:00,彰化縣,14,溪州鄉,174,2020-07-27 14:41:03
C0I540,奇萊稜線A,24.111019,121.318297,2020-07-27 14:00:00,3344.0,,,,,,,,-99,-99,10.8,1,684.4,-99,-99,-99,-99,13.70,2020-07-27T10:00:00+08:00,7.10,2020-07-27T03:50:00+08:00,南投縣,13,仁愛鄉,122,2020-07-27 14:41:03
C0K390,土庫,23.680772,120.387436,2020-07-27 14:00:00,31.0,,,,,,,,275,4.7,33.2,0.58,1003.1,0.0,-99,-99,-99,33.80,2020-07-27T12:20:00+08:00,26.60,2020-07-27T04:50:00+08:00,雲林縣,16,土庫鎮,189,2020-07-27 14:41:03
C0R730,大坪頂,22.026433,120.685536,2020-07-27 14:00:00,163.0,,,,,,,,273,0.8,30.4,0.7,990.0,1.5,-99,-99,-99,30.40,2020-07-27T14:00:00+08:00,25.80,2020-07-27T10:00:00+08:00,屏東縣,20,恆春鎮,350,2020-07-27 14:41:03
C0T9A0,月眉山,23.811736,121.531686,2020-07-27 14:00:00,498.0,,,,,,,,155,2.0,27.6,0.93,953.3,0.0,-99,-99,-99,29.50,2020-07-27T11:50:00+08:00,23.30,2020-07-27T00:50:00+08:00,花蓮縣,21,壽豐鄉,161,2020-07-27 14:41:03
C0AH40,平等,25.130925,121.568856,2020-07-27 14:00:00,426.0,,,,,,,,336,0.5,27.0,1,959.0,1.5,-99,-99,-99,32.30,2020-07-27T12:10:00+08:00,24.80,2020-07-27T03:50:00+08:00,臺北市,01,士林區,007,2020-07-27 14:41:03
C0X280,將軍,23.216733,120.127656,2020-07-27 14:00:00,22.0,,,,,,,,253,4.1,31.3,0.71,1004.8,0.0,-99,-99,-99,32.10,2020-07-27T13:40:00+08:00,27.10,2020-07-27T05:40:00+08:00,臺南市,04,將軍區,245,2020-07-27 14:41:03
C0V620,永安,22.824944,120.228806,2020-07-27 14:00:00,18.0,,,,,,,,229,2.8,31.8,0.79,1005.2,0.0,-99,-99,-99,32.80,2020-07-27T12:30:00+08:00,27.90,2020-07-27T05:50:00+08:00,高雄市,05,永安區,293,2020-07-27 14:41:03
C0H960,草屯,23.975444,120.672194,2020-07-27 14:00:00,120.0,,,,,,,,181,0.9,34.0,0.61,991.9,0.0,-99,-99,-99,34.50,2020-07-27T13:30:00+08:00,24.90,2020-07-27T05:20:00+08:00,南投縣,13,草屯鎮,152,2020-07-27 14:41:03
C0M530,奮起湖,23.495833,120.691111,2020-07-27 14:00:00,1385.0,,,,,,,,227,0.7,25.8,0.78,866.4,0.0,-99,-99,-99,25.80,2020-07-27T14:00:00+08:00,17.50,2020-07-27T03:40:00+08:00,嘉義縣,17,竹崎鄉,215,2020-07-27 14:41:03
